text,class
media feuding more hate and lies you're better off turning off msnbc and cnn and most fox shows except hannity,not_hate
Too much makeup so trash..,not_hate
Humor that sad to be true,not_hate
@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,not_hate
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,not_hate
: nothing was ever done to lefts rioting in berkeley conservatives rally they call out national guard ! mor,not_hate
"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi http://t.co/XZZfDoLZDn",not_hate
"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;",not_hate
Tonight starts the road the Super Bowl for the @Browns! Here we go brownies here we go! WOOF WOOF #Browns2014Draft,not_hate
Who’s the Lurch behind her ?,not_hate
Has a lot what sir?,not_hate
Sometimes you don't need to say much.,not_hate
@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;,not_hate
#Yankees Pineda needed that 6'7. Great play!,not_hate
* white lion ...,not_hate
California about to limit water usage #agenda21 ,not_hate
RT @TeamGladney: Did the Yankees make the playoffs and properly honor Jeter? RT @80sbaby4life: Orioles win?,not_hate
: optics and tactics via,not_hate
@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up,not_hate
amazing . trump refuses to condemn white supremacy and the kkk . says he has to research them first . what a scumbag .,not_hate
Trump needs a HUGER truck ,not_hate
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",not_hate
I'm not even American and this still brought a year to my eye.  #MurdochMurdoch  https://youtu.be/dMAk3PRn5_0,not_hate
"In case Warden doesn't post this link, I will. Read the Whole Thing http://ace.mu.nu/archives/376689.php  Been saying for decades that Civil War 2.0 will happen prior to 2025. I see nothing to change my mind, or even question the math any more. It's coming. Be ready.",not_hate
#Q #QAnon #TheGreatAwakening ,not_hate
Would like to see the Kenyan wave stick around a bit more than the German wave did. Unless #DeutschGab is ensconced in its own group doing kraftwerk.,not_hate
The curve lies in the fact that you can't see the 2nd tallest tower in the world. in Tokyo.  But on a Flat Earth it would be up there for anyone to see.,not_hate
RT @L3tsVibe: Keys open doors when them keys is albino,not_hate
whu do antifa thugs hide their faces if they're peaceful ?,not_hate
RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ,not_hate
Hand me a brew and I'll chug it,not_hate
Huge fire engulfs B&M store in York retail park https://kek.gg/u/stZg,not_hate
@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business,not_hate
@THEHermanCain @redskins I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,not_hate
"It's OK. This video was taken off YouTube at some point after it got 2.3 million views, so don't worry.",not_hate
,not_hate
EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,not_hate
Google Cloud’s LA region goes online https://kek.gg/u/_bQv by @fredericl https://kek.gg/u/gScC,not_hate
why do you hate white ppl,not_hate
being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak,not_hate
The new edition is out! http://ObamaWorst.com,not_hate
"Leftists try to punish a female police officer. But the leftist Governor (Alckmin) has chosen not to lose votes in the current presidential election. And the ""media bought"" did not divulge the subject anymore.",not_hate
trash af,not_hate
the alt right should promote fake rallies for the cntrl left to protest .,not_hate
Damn Charlie Wilson is still around?,not_hate
@team_Darrion night jigaboo http://t.co/vxKCG4yGXF,not_hate
is a true racist !,not_hate
Tune into the livestream!,not_hate
"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",not_hate
RT @Lrihendry: Pregnant S.E. Cupp&#8217;s classic response to &#8216;liberal dem&#8217; who calls her &#8216;chunky&#8217; &#8211; with bonus tweets http://t.co/U8nlYWEfiO via&#8230;,not_hate
RT @Luke5SOS: 5sos are trash !,not_hate
Ate the receivers really fast or is pass coverage trash?,not_hate
Today's Spy Ops: (His soles need a cleaning lick lick. I bet this cuties sneaks smell good) http://t.co/c7Hj3DvNgp,not_hate
Does this mean we can get the BBC jailed for reporting on yet another Muslim grooming gang?,not_hate
Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,not_hate
Kim Kardashian At The White House,not_hate
Sebalter - Hunter of Stars - Switzerland - 2014 https://youtu.be/kjWG0oNpWog  #Eurovision,not_hate
"Here is a quick and ""dirty"" marketing plan that won’t take too long to write, but will transform - http://tmcentre.co.za/maximise-your-marketing-effectiveness-with-this-simple-marketing-plan/ #Marketing_Planning",not_hate
"Spurious correlations or signs of times to come? We're at the beginning of the end (or maybe middle?) for the USD. With China's financial (CIPS) network, Iran and Russias oil, G7 turning away from US sanctions, the dollar is quickly losing its oomph. As countries make the exodus from the petro-dollar to the petro-yuan, USD inflation will quickly rise.",not_hate
. & join on #dcwatchlive at 5 pm for today's special #memorialday broadcast,not_hate
"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",not_hate
WHERE in this is #Q promoting National Security Action Org? ,not_hate
tell me what true white supremacy is ?,not_hate
One of the most truthful survey's ever both R's and D's discuss Comey's interview. Video https://www.waynedupree.com/republican-democrat-focus-group-rip-comey-two-faced-moron/,not_hate
Infidels are a great source of protein.,not_hate
cuckservatives : donald trumps hostiletakeover,not_hate
Never leaves home without it.,not_hate
obviously it wasn't going to be permanent . how many people saw it until you took it down ?,not_hate
@TheMayorMatt the early bearded man gets the clam ? #herkfacts,not_hate
I continue to get frustrated whenever I have to go back and correct a mispelled word or fix a sentence.  I constantly get throw out and loose the entire comment I wrote.  I don’t click outside the box as was told it had a glitche.  And one time I can press down and curser shows up but most I loose everything and end up back where I started. Anyone having this happen?,not_hate
"Welfare is a conditional month-to-month affair. Social security is a 20-30 year commitment with virtually no strings attached. They both need to go, but SS is actually the bigger problem.    Sorry, boomers. You voted to give yourselves pensions, but you forgot to vote to PAY for them.",not_hate
none of us are excusing true white supremacy .,not_hate
"Ok, so if we go that route it's clearly fake depictions of kids getting assualted. So it's still disgusting garbage not worth supporting. ",not_hate
"They can start by repaying all the other subsidies they've received since the 1930s and putting that money back into the American taxpayer's wallet. Go on now, we're waiting.",not_hate
"8 hours of sleep? Man...no wonder. I average 6 hours a day. If I get 7, I feel well rested. lol",not_hate
" please publicize this upcoming  "" event "" "" because #ppsellsbabyparts & #defundplannedparenthood """,not_hate
"Eth is up next bros, just saying.",not_hate
america was classically liberal when america was white .,not_hate
"Another potential pedo is Piers Anthony (scifi author).  His book ""Firefly"" from the 90s(?) has a series of vignettes of a LITTLE GIRL seducing an old pedo. The way it reads and in his afterward, he argues that it maybe isn't bad because it was the (little) girl who initiated it.  He seemed to be arguing that little kids have agency to initiate sex. RED FLAG WARNING right there.",not_hate
vaidik is senile  self proclaimed nothing to do with bjp or track 2 you don't get misled by aap check now zee news,not_hate
Hey #elonmusk what kind of car wax do you use to remove van Allen belt #radiation damage?   Also did you pay #DMV nonoperation fee?,not_hate
US National Champion of lead and speed #climbing Claire Buhrfeind. @ ClaireBuhrfeind on Instagram.,not_hate
Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;,not_hate
comments : alabama for some reason  we have had some comments automatically sent to the spam filter lately whic ...,not_hate
"RT @kathyislovely: 'che wigga! RT ""@wigga32: If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&#8230;",not_hate
It doesn't matter what platform you are on you're all thicker than a whale omelette and you need to go back to the drawing board if you want to get under my skin. LOLLERS.,not_hate
louisiana house passes bill to block removal of historical monuments via,not_hate
"@PrisonPlanet Paul, thank you again for making a great video as always.  ",not_hate
"How is it so hard for people to grasp?  Those who won the last and greatest war this world has known, now control the world?",not_hate
I thought she was albino tho &#128563;,not_hate
"The need for judge Kavanaugh confirmation is critical for the plan. He makes a solid 5-4 vote in the SC for future challenges! This was their weak attempt ""to send a message"".",not_hate
RT @ArthurSchwartz:  ,not_hate
charlottesville = just a bunch of hipster millenials play fighting  result of too much game of thrones watching,not_hate
the real optics disaster,not_hate
I love wearing fuzzy socks to work,not_hate
Happy 2018!,not_hate
" the  "" white house "" "" and "" "" the white resister "" "" united with ukraine against russia ... how adolf hitler . * lol * """,not_hate
Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,not_hate
i'm happy we all took the red pill ! #maga #americafirst #alllivesmatter,not_hate
"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",not_hate
@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,not_hate
i applaud your work . i love all cultures  but i love mine the most . the white hate must stop . i'm proud of my heritage .,not_hate
" yes  he did . i saw the video of him where he said   "" kkk  neo-nazis  white supremacists and other hate groups ... "" "" """,not_hate
actually  the antifa attacked a peaceful gathering . we have pics and videos .,not_hate
RT @PapaRockk_: My mom paid $5 to hold this monkey &amp; look what he did &#128553;&#128514; http://t.co/t5ZkMd8Xeh,not_hate
Kanyeeeeeee is just a yard ape acting idiot!just stupid...,not_hate
are you inviting me on a helicopter ? you white supremacists are so generous !,not_hate
"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",not_hate
blue eyed boy of rss / bjp is invariably found in wrong company .,not_hate
"http://actoneprogram.com  Don't give up on Hollywood, they have the worlds attention, hours per day. Instead view it as a mission. Building a school in Africa is important and helps that community. Making Christian film and TV helps the world. Hollywood is spiritual warfare, let's train more fighters! #film #gabfilm #movie #TV #Hollywood #media",not_hate
"When people really think I'm Asian I get offended,
Even though I make fun of my gook self",not_hate
yelling i hate white people and punching one isnt a hate crime  canadian judge rules via,not_hate
face facts : white people rock ! :,not_hate
"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",not_hate
Secret service needs to make a public spectacle of paying her a visit.,not_hate
" 71 - year-old austrian doctor sentenced for  "" holocaust denial "" "" | read more : """,not_hate
"Even if that were true, I'd take the risk over living an empty life, alone with nothing to leave on this earth.",not_hate
i hate white people who think non-white people are the source of their problems .,not_hate
"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.",not_hate
"This is subjugating the wisdom of God to your own wisdom. To believe that we can understand why He does what He does would necessarily make Him much smaller than He is. We might get a glimpse, but full understanding is not possible in our current capacity. Expecting it is folly.",not_hate
https://www.youtube.com/watch?v=c35h96wvNOs  Sir Adamantine birthday livestream,not_hate
the left is also the party of stomping white supremacists when they show themselves too !,not_hate
Yankees getting killed,not_hate
politics history and videya are my hobbycalling people racist with no claim is not unlike you,not_hate
@OriginvlEpic in the trash,not_hate
did they steal these signs from antifa ?,not_hate
republican congress are the ones undermining the white house,not_hate
"Flutter + Dart, new Mobile App SDK. Gonna check into this real soon.",not_hate
"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;",not_hate
" rt : . of  "" if there's one thing worth fighting for it's the right to life "" "" #theyfeelpain """,not_hate
it will eventually be blamed on cis white racist patriarchy,not_hate
creative loafing on tom watson rally : georgia creative loafing in atlanta has written an article about the tom ...,not_hate
#Lectionary up. https://blog.pukeko.net.nz/2018/08/27/make-heresy-...,not_hate
" I get it. Feinstein got it from another who isn't on the committee and she sat on it for 6 weeks. The fact that it's a bold face lie, is out. But Feintsein won't get punished for this because she didn't receive the letter directly from sender. Minor technicality? Or safe harbor? Interesting.",not_hate
"Under Obamas rule, The Constitution has been overwritten",not_hate
somebody take these Oreos away from me before I eat the whole pack,not_hate
"Well 5 times I’ve ask @twitter to explain my case for suspension from twitter, still not one bit of proof of anything just a generic email, fucking jokers ",not_hate
@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,not_hate
2 adult human skulls found in trash http://t.co/VcsNP9ejV9,not_hate
Tomorrow's agenda: bake brownies &amp; visit a couple open house.,not_hate
Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,not_hate
"I've just watched Keeper of the Flame (1943) for the first time.  As a movie it isn't brilliant, but it blew my mind!  I won't write any spoilers, but 75 years later it seems that the more things change the more they stay the same.  Someone could remake the hell out of this movie right now and it would be totally relevant and contemporary.  It's 100 minutes - give it a go!",not_hate
the white ghetto : kentucky national reviewhas a new article on poor white southerners in greater appalachia : ...,not_hate
planned parenthood performs no function that cant be performed at a local clinic .,not_hate
to speak at #prolifecon : #marchforlife #tcot #ccot #prolife,not_hate
I love how these slimeballs start every one of their brain farts with a little condescending catchphrase. In the end takes like this just show you how heartless and void of any redeeming value they are.,not_hate
"images that can be photoshopped, if  there is no video not valid, also videos can be changed also.",not_hate
Good way to spend time surfing the web!: http://www.qqkompas.net,not_hate
"#Turkish president Erdogan warned that the world may be heading towards a #war between the cross and the crescent, responding to recent measures #Austria took against #jihadism. https://kek.gg/u/mQDR https://kek.gg/u/WhQP",not_hate
"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",not_hate
3 ) what's said is that the ted cruz southern baptist type denied it at first  rejected the idea  but ...,not_hate
pretty girls wit bird brains....what a waste smh,not_hate
RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9,not_hate
Officers and personnel of the 1472nd Naval Clinical Hospital of the Russian Ministry of Defense rewarded for the occupation of #Crimea https://informnapalm.org/en/officers-and-personnel-of-the-1472nd-naval-clinical-hospital-of-the-russian-ministry-of-defense-rewarded-for-the-occupation-of-crimea/,not_hate
gvt is an asskicker for sure,not_hate
"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",not_hate
"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds",not_hate
@TG_Hawks #yellow &#127773;,not_hate
again  prove your claim.are you vile people now claiming stalin was a jew ?,not_hate
"@DizzyBala God awful, and that dude is Dorian / eggplant black.",not_hate
"Look under every stone, always a few vermin.",not_hate
white people are racist against other white people . talk about being indoctrinated !,not_hate
Right back atcha!  Way to go Pres Trump!,not_hate
Woah Supreme Court Ruling on Pricacy vs 3rd Party Data Miners - Listen: #LionelNation🇺🇸Immersive Live Stream: Breaking & Broken News https://youtu.be/8EmNKvajb9Q via @YouTube,not_hate
&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,not_hate
Esoteric Hollywood II: Sample Section – Hollywood MK Ultra & Dr. John C. Lilly  https://jaysanalysis.com/2018/01/02/esoteric-hollywood-ii-sample-section-hollywood-mk-ultra-dr-john-c-lilly/,not_hate
maybe and are right about jewish influence in the media . what do you think ?,not_hate
what's your problem with other people of color,not_hate
#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,not_hate
"Well, I'll certainly drink to that!",not_hate
but is it ? this is what the media is reporting .,not_hate
Good question to ask the DINOSAURS.  Wasn't their demise the result of a direct hit on earth by a asteroid?,not_hate
You have to admit the Clinton's are problem solvers. If President Trump used their methods of damage control Mueller would not have anyone to target and he'd be pilloried in the press and media like Ken Star was.,not_hate
teens who remain abstinent are much healthier on many fronts than their sexually active peers .,not_hate
https://www.poolcoversinc.com/Articles/SwimmingPoolCoversinFresnoIsOneBetterThan.aspx: This is a great article that tells about how pool covers in Fresno and cities around the area are #swimming_pool_covers_Fresno #pool_covers_Fresno #swimming_pool_covers,not_hate
Sounds like one reasonable proposition  ,not_hate
"@hodlDRGN Not interested in secrets my friend. Secrets always turn out to be just ideas. We all have a hundred a day. They have zero value. If I'm wrong, and you have a product, then please correct me. https://kek.gg/u/f3sz",not_hate
"When you google Bob Hugin, Republican candidate for senator in NJ, Google lists the incorrect twitter profile, and it's empty 🤔",not_hate
RT @TheRisingStar23: Shy Glizzy Decent Af,not_hate
now time to find the monkey term scripts!,not_hate
Overripe eggplants are not good eats. #UNCLEtweet,not_hate
Nonsense.  So why does the Sun behave like this in Antarctican summer?,not_hate
why you so white,not_hate
do you have that in units of self-reference per minute of speaking?,not_hate
and thats white supremacy in a nutshell .,not_hate
How in the world ARE koalas getting chlamydia?,not_hate
Thank you sharing your storry !  Family comes first allways ! 👨‍👩‍👧‍👦❤️🌅⚜️,not_hate
how many are white men with asian women .,not_hate
"I wonder if Bezos, Dorsey, Zuckerberg, et al, realize that they're becoming the Evil MegaCorporations depicted throughout Science Fiction. #TyrellCorp #WeylandYutani #InTheFutureAllRestaurantsAreTacoBell... just to name a few.",not_hate
Literally in the middle of the ghetto and these people look scary,not_hate
"@wbpictures no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE",not_hate
"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;",not_hate
Bayer #Gabgardeners,not_hate
what policies are white supremacist ?,not_hate
"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",not_hate
" email update published with o yuki conjugate  "" tropic "" "" lp and cd """,not_hate
@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,not_hate
The bengals have been trash for like 5 weeks it seems,not_hate
the whole abrahamic systems is built on hate  jews  chrstians  & muslims must kill the innocent to,not_hate
when everyone is celebrating diwali with family  ji is spending time with soldiers #iamwithmodi,not_hate
If people really feel the need to go to these places go as an observer & record them. Put on a journalist hat. Then post these nut jobs all over social media. Best way to sell it to your normies & gain momentum.,not_hate
don't forget us white folk lol,not_hate
@GENUG are you “my GENUG” (alaTwitter?). There can’t be two!,not_hate
"You should get in contact with @e because he is the tech guy here, not Torba.",not_hate
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",not_hate
Stop rt'ing Celtics trash please,not_hate
&#8220;@butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;,not_hate
I agree 100%...He is a good man.,not_hate
@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!,not_hate
the contempt of conservatives for the poor  especially poor whites  is disgusting .,not_hate
what ever happens  the alt-right will always win !,not_hate
Watch this video if you truly want the truth ,not_hate
fair is racist . is it a hate group ? you decide -->,not_hate
"Dr. Jane Smith Wholeness Group: 5 recent, key events are shaping the natural healing, wellness, and clean eating move.",not_hate
"Do your mommy and daddy know you’re on here? If you can’t be trusted to stay on YouTube Kids, they’ll put a parental lock on!!",not_hate
RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,not_hate
if interested in knowing the real issues ; problems ; social sentiments of muslims in india ; pls see our previous surveys done for the week .,not_hate
hate group president protecting anti-gay discrimination in america will ' give the world hope ',not_hate
now show the whole clip where she was about to start throwing punches on people in that pile . she was there to do battle  she got it .,not_hate
PND is my jigga man.,not_hate
"RT @seanmdav: Since I know you're wondering, @blakehounshell: No, Cracker Barrel is not a place to buy barrels full of crackers.",not_hate
"jig levitating RT @mashable: Samsung made fun of #Bendgate. Now the Galaxy Note 4 fails, too. http://t.co/aJFlpcj7yR http://t.co/aSVspIQXmH",not_hate
stand up for true tolerance  gov already allows quakers religious freedom not to fight why not refusal to sell cupcakes ?,not_hate
women and white nationalism  redux : does the white nationalist movement need to include women ? weve discussed ...,not_hate
military freedom of religion,not_hate
outside that mike downs poll  there is not one sign that cruz will win indiana . polls / insider scoop etc . suggest trump at this point .,not_hate
"The same folks who think an #LGBT parade is actually a parade, but not a military parade. The world is indeed insane. Officially",not_hate
